User_Login,User_Code,Up_To_Semester,Term_ID,Major_ID,Campus,Total_Fail
longbxph11735,PH11735,2,33,16,ph,5
namlvph11738,PH11738,2,30,14,ph,0
dungnmph11742,PH11742,2,30,1,ph,0
annvph11744,PH11744,2,33,16,ph,2
dungnaph11759,PH11759,2,30,1,ph,3
anhdtlph11760,PH11760,2,30,3,ph,1
hieudmph11765,PH11765,2,33,14,ph,5
quynhhtdph11767,PH11767,2,33,16,ph,4
phutdph11769,PH11769,2,33,14,ph,2
toannkph11771,PH11771,2,30,14,ph,0
kienltph11776,PH11776,2,30,1,ph,0
giaplpph11782,PH11782,2,33,12,ph,3
thuannvph11783,PH11783,2,30,1,ph,0
quangndph11788,PH11788,2,30,1,ph,2
chuyenphph11789,PH11789,2,33,14,ph,5
anhltph11790,PH11790,2,33,14,ph,6
datntph11793,PH11793,2,30,1,ph,0
dotnph11795,PH11795,2,30,1,ph,0
dathtph11802,PH11802,2,33,16,ph,2
namlhph11807,PH11807,2,33,16,ph,1
tuyentdph11808,PH11808,2,30,3,ph,1
khiempvph11815,PH11815,2,33,16,ph,1
huydqph11816,PH11816,2,33,16,ph,1
hieuntph11817,PH11817,2,30,1,ph,0
thaotpph11820,PH11820,2,30,1,ph,0
giauhnph11821,PH11821,2,33,14,ph,6
nambdph11822,PH11822,2,30,1,ph,0
thangnvph11827,PH11827,2,30,3,ph,0
linhctph11836,PH11836,2,30,3,ph,0
chivtlph11842,PH11842,2,30,3,ph,0
thangndph11843,PH11843,2,33,12,ph,2
anhttph11845,PH11845,2,35,4,ph,3
anhnnph11847,PH11847,2,30,1,ph,0
anhcqph11856,PH11856,2,33,16,ph,5
manhqnph11859,PH11859,2,33,12,ph,1
phuctqph11864,PH11864,2,33,14,ph,1
khainqph11867,PH11867,2,30,1,ph,0
binhlltph11869,PH11869,2,33,12,ph,1
ngochmph11872,PH11872,2,30,1,ph,0
datnvph11876,PH11876,2,30,1,ph,0
kienntph11878,PH11878,2,30,1,ph,0
binhhtph11879,PH11879,2,30,1,ph,0
linhntmph11880,PH11880,2,33,12,ph,3
nguyenlttph11881,PH11881,2,30,1,ph,0
thanhncph11882,PH11882,2,30,1,ph,0
phutdph11892,PH11892,2,30,14,ph,0
anhpdph11893,PH11893,2,30,1,ph,0
phuongntph11895,PH11895,2,30,1,ph,0
quannmph11896,PH11896,2,30,3,ph,0
cuongldph11898,PH11898,2,33,12,ph,6
tudtaph11908,PH11908,2,33,16,ph,2
tuanvvph11914,PH11914,2,30,1,ph,0
phunqph11916,PH11916,2,30,1,ph,0
tailxph11918,PH11918,2,33,16,ph,4
anhddph11921,PH11921,2,30,3,ph,0
sonldph11925,PH11925,2,30,3,ph,0
tuanndph11926,PH11926,2,30,14,ph,0
dunglkph11927,PH11927,2,30,3,ph,0
hungnvph11929,PH11929,2,30,3,ph,0
locntph11930,PH11930,2,30,1,ph,0
hiepbhph11931,PH11931,2,33,16,ph,1
anhntph11934,PH11934,2,33,12,ph,15
hieunvph11937,PH11937,2,33,16,ph,4
thanhbxph11944,PH11944,2,33,16,ph,1
hieunmph11947,PH11947,2,33,12,ph,1
hoangntph11948,PH11948,2,33,12,ph,15
bienvvph11954,PH11954,2,33,14,ph,2
nhanlvph11957,PH11957,2,30,14,ph,0
thangtdph11960,PH11960,2,30,1,ph,0
dangtqph11962,PH11962,2,33,12,ph,4
hieudmph11964,PH11964,2,30,1,ph,0
tuhaph11969,PH11969,2,30,1,ph,0
cuongpqph11972,PH11972,2,30,1,ph,0
anhptvph11978,PH11978,2,33,12,ph,1
dinhtcph11979,PH11979,2,33,12,ph,3
thantqph11984,PH11984,2,33,14,ph,2
duongdvph11989,PH11989,2,33,12,ph,2
huongttbph11990,PH11990,2,33,16,ph,1
thucdvph11993,PH11993,2,33,16,ph,2
ducntph11994,PH11994,2,30,1,ph,0
thongtvph11998,PH11998,2,30,3,ph,0
tamtttph12001,PH12001,2,30,14,ph,0
huyenlttph12005,PH12005,2,33,12,ph,2
thanhqnph12006,PH12006,2,30,1,ph,0
huyennttph12010,PH12010,2,30,1,ph,0
quyetnvph12014,PH12014,2,30,14,ph,0
thanhptph12015,PH12015,2,30,14,ph,0
haintph12026,PH12026,2,30,3,ph,0
tuannnph12028,PH12028,2,30,1,ph,0
bienntph12029,PH12029,2,30,3,ph,0
hieulmph12031,PH12031,2,33,14,ph,5
khainqph12032,PH12032,2,33,14,ph,3
quyetnhph12037,PH12037,2,30,1,ph,3
datttph12043,PH12043,2,30,1,ph,0
huynhph12046,PH12046,2,33,12,ph,2
cuongnvph12047,PH12047,2,30,14,ph,0
hongptph12048,PH12048,2,30,1,ph,0
kienhnph12049,PH12049,2,33,12,ph,5
ducncph12052,PH12052,2,30,1,ph,0
thangltph12068,PH12068,2,33,12,ph,5
cuongpnph12070,PH12070,2,30,1,ph,7
tuandvph12071,PH12071,2,30,1,ph,0
phongnqph12072,PH12072,2,33,14,ph,6
dongnvph12075,PH12075,2,33,16,ph,3
quangdmph12078,PH12078,2,30,1,ph,3
tantdph12088,PH12088,2,30,3,ph,0
hongntph12093,PH12093,2,34,3,ph,3
chungnqph12098,PH12098,2,30,1,ph,0
myntmph12101,PH12101,2,30,3,ph,0
thanghnph12105,PH12105,2,33,12,ph,1
ngochmaph12110,PH12110,2,33,12,ph,1
tannnph12115,PH12115,2,33,14,ph,5
thanhnmph12116,PH12116,2,30,1,ph,2
phucdtmph12117,PH12117,2,33,12,ph,9
tungnvph12120,PH12120,2,34,12,ph,8
phutmph12121,PH12121,2,33,12,ph,6
thongbqph12123,PH12123,2,33,14,ph,4
hieunmph12134,PH12134,2,33,16,ph,6
phuctmph12135,PH12135,2,30,3,ph,3
hungvvph12139,PH12139,2,30,1,ph,0
duongttph12142,PH12142,2,30,1,ph,4
cuongnbph12143,PH12143,2,33,16,ph,4
myntph12144,PH12144,2,30,3,ph,0
truongbdph12149,PH12149,2,33,14,ph,1
anhntph12152,PH12152,2,30,3,ph,0
datpdph12153,PH12153,2,33,12,ph,6
trungtvph12158,PH12158,2,33,14,ph,5
diennvph12159,PH12159,2,30,14,ph,0
hungpvph12160,PH12160,2,30,3,ph,0
phuongnttph12166,PH12166,2,33,16,ph,1
toannhph12170,PH12170,2,30,1,ph,0
quyetlvph12173,PH12173,2,30,3,ph,0
cuongttph12174,PH12174,2,30,3,ph,0
khainqph12175,PH12175,2,30,1,ph,0
luatvqph12182,PH12182,2,33,16,ph,2
quyetnnph12185,PH12185,2,33,16,ph,5
huyenptph12186,PH12186,2,30,1,ph,0
taindph12191,PH12191,2,30,1,ph,0
duytvph12192,PH12192,2,30,3,ph,0
hoangltph12196,PH12196,2,33,16,ph,3
duongvvph12197,PH12197,2,30,1,ph,0
quangbdph12201,PH12201,2,33,14,ph,7
tuyenttph12206,PH12206,2,33,16,ph,1
phuclhph12209,PH12209,2,33,12,ph,2
ngoclmph12210,PH12210,2,33,16,ph,2
chinhpmph12216,PH12216,2,30,3,ph,3
sangbxph12221,PH12221,2,30,1,ph,0
anhlhph12222,PH12222,2,30,1,ph,6
hiennttph12225,PH12225,2,33,16,ph,1
anhqvph12231,PH12231,2,30,1,ph,0
namtdph12233,PH12233,2,33,14,ph,14
tuandvph12234,PH12234,2,34,3,ph,8
phongdtph12236,PH12236,2,33,16,ph,10
chinhtdph12237,PH12237,2,33,14,ph,3
anhntph12238,PH12238,2,30,1,ph,0
longdvph12241,PH12241,2,30,3,ph,0
hieuncph12247,PH12247,2,30,1,ph,0
lammtph12248,PH12248,2,33,14,ph,1
thinndph12249,PH12249,2,30,3,ph,0
ngoctvph12255,PH12255,2,30,1,ph,1
sinvph12256,PH12256,2,33,16,ph,3
huyvvph12259,PH12259,2,30,3,ph,0
quanvvph12260,PH12260,2,33,16,ph,1
dandlph12266,PH12266,2,33,16,ph,1
luongcnph12272,PH12272,2,33,14,ph,6
anhhvph12283,PH12283,2,34,14,ph,4
hieuhmph12287,PH12287,2,30,14,ph,0
nampvph12289,PH12289,2,30,1,ph,0
anhbvph12296,PH12296,2,30,1,ph,0
lamndtph12297,PH12297,2,30,1,ph,2
thinhtxph12298,PH12298,2,30,14,ph,0
ducdvph12299,PH12299,2,30,1,ph,0
huantcph12300,PH12300,2,30,1,ph,2
vuonglqph12301,PH12301,2,30,3,ph,0
namhhph12310,PH12310,2,33,12,ph,5
namptph12317,PH12317,2,33,12,ph,5
haohtph12320,PH12320,2,33,12,ph,4
bongnqph12321,PH12321,2,30,1,ph,6
longpgph12324,PH12324,2,33,12,ph,3
duongvtph12326,PH12326,2,33,12,ph,1
sendthph12337,PH12337,2,30,3,ph,0
hoangnhph12339,PH12339,2,33,12,ph,7
truongtvph12343,PH12343,2,33,16,ph,5
anhttpph12346,PH12346,2,30,3,ph,2
anhhvph12352,PH12352,2,30,3,ph,0
thaodvph12355,PH12355,2,33,14,ph,6
vucvph12356,PH12356,2,30,14,ph,0
hoangldph12358,PH12358,2,30,1,ph,1
chungvvph12364,PH12364,2,30,3,ph,0
ducvtph12368,PH12368,2,30,1,ph,1
quanvkhph12388,PH12388,2,33,16,ph,5
quanglvph12398,PH12398,2,30,14,ph,0
luanntph12399,PH12399,2,33,14,ph,6
hieutph12400,PH12400,2,30,14,ph,0
vutxph12405,PH12405,2,30,1,ph,1
longknph12411,PH12411,2,33,12,ph,3
anhbtph12413,PH12413,2,30,3,ph,0
sonnnph12414,PH12414,2,33,14,ph,1
thuongpvph12415,PH12415,2,30,1,ph,0
nhanntph12417,PH12417,2,30,1,ph,4
truongtnph12419,PH12419,2,33,12,ph,3
longttph12421,PH12421,2,30,1,ph,0
nambpph12422,PH12422,2,33,16,ph,2
tieptcph12425,PH12425,2,33,12,ph,5
phucdnph12430,PH12430,2,33,12,ph,2
dungbtph12431,PH12431,2,30,1,ph,1
huanndph12432,PH12432,2,33,14,ph,1
quyentvph12433,PH12433,2,33,12,ph,7
vannttph12439,PH12439,2,33,16,ph,6
nghiathph12444,PH12444,2,34,14,ph,5
vunxph12446,PH12446,2,33,12,ph,8
hungmvph12447,PH12447,2,30,1,ph,0
bacnpph12449,PH12449,2,33,14,ph,4
phongvvph12450,PH12450,2,30,14,ph,0
quangpkph12454,PH12454,2,30,14,ph,0
thuannhph12461,PH12461,2,33,16,ph,1
hoadtpph12462,PH12462,2,30,3,ph,0
thanhnqph12474,PH12474,2,33,12,ph,3
dangmhph12480,PH12480,2,33,14,ph,5
hainvph12485,PH12485,2,33,12,ph,3
phatpnph12495,PH12495,2,34,12,ph,10
tunghvph12506,PH12506,2,30,14,ph,3
duonglxph12508,PH12508,2,33,12,ph,1
ductmph12511,PH12511,2,30,14,ph,0
tungnvph12520,PH12520,2,33,16,ph,9
danbvph12524,PH12524,2,33,12,ph,3
thanhnnph12525,PH12525,2,33,14,ph,7
bachnxph12529,PH12529,2,33,16,ph,7
vunqph12531,PH12531,2,33,16,ph,2
tinhbdtph12535,PH12535,2,30,1,ph,0
anttph12538,PH12538,2,30,3,ph,0
minhhvph12540,PH12540,2,33,12,ph,5
hieunvph12545,PH12545,2,30,14,ph,0
anhpdvph12547,PH12547,2,30,3,ph,0
huypqph12549,PH12549,2,30,14,ph,8
minhhvph12553,PH12553,2,30,1,ph,0
kienndph12554,PH12554,2,30,1,ph,0
sonnhph12562,PH12562,2,33,16,ph,1
hieppqph12563,PH12563,2,33,12,ph,1
huycvph12583,PH12583,2,34,14,ph,1
hatbph12588,PH12588,2,33,14,ph,0
hanvph12598,PH12598,2,33,12,ph,0
ducncph12601,PH12601,2,33,12,ph,1
quylcph12604,PH12604,2,33,12,ph,0
thanhptph12609,PH12609,2,33,16,ph,1
ducdmph12611,PH12611,2,33,14,ph,0
quangniph12613,PH12613,2,34,12,ph,1
anhntph12625,PH12625,2,33,12,ph,0
khiemndph12627,PH12627,2,33,14,ph,0
trongnvph12628,PH12628,2,33,16,ph,0
huypdph12634,PH12634,2,33,14,ph,0
hiepvdph12638,PH12638,2,33,14,ph,0
kiendtph12640,PH12640,2,33,14,ph,0
hieupvph12651,PH12651,2,33,16,ph,0
gianglhph12661,PH12661,2,34,3,ph,5
songpvph12665,PH12665,2,33,12,ph,0
duongndph12666,PH12666,2,34,12,ph,8
duynqph12667,PH12667,2,34,3,ph,8
quangtaph12673,PH12673,2,33,16,ph,0
huyndph12680,PH12680,2,34,1,ph,1
bangpcph12682,PH12682,2,33,14,ph,0
longbtph12686,PH12686,2,33,14,ph,0
cuongncph12688,PH12688,2,33,14,ph,0
truongpnph12690,PH12690,2,33,14,ph,14
thanhnbph12695,PH12695,2,33,12,ph,0
anhltph12696,PH12696,2,33,16,ph,0
mainqph12700,PH12700,2,34,14,ph,1
cuongttph12707,PH12707,2,33,14,ph,0
hoangvhph12708,PH12708,2,34,3,ph,2
quanghhph12710,PH12710,2,35,14,ph,1
duydvph12712,PH12712,2,33,12,ph,0
hunghmph12714,PH12714,2,33,16,ph,0
ducbvph12717,PH12717,2,33,12,ph,0
huyhqph12724,PH12724,2,33,12,ph,0
linhnvph12725,PH12725,2,34,14,ph,1
anhntph12744,PH12744,2,33,12,ph,0
linhdvph12748,PH12748,2,33,14,ph,0
tanndph12757,PH12757,2,33,14,ph,13
duongntph12768,PH12768,2,33,16,ph,0
anhnnph12770,PH12770,2,34,14,ph,4
hieutmph12777,PH12777,2,33,21,ph,7
nhungntph12785,PH12785,2,33,16,ph,0
huyvdph12786,PH12786,2,33,16,ph,0
duyntph12791,PH12791,2,33,16,ph,0
thanhndph12794,PH12794,2,33,12,ph,0
anhndph12795,PH12795,2,34,3,ph,1
duyndph12801,PH12801,2,33,1,ph,0
hieutqph12803,PH12803,2,33,3,ph,4
ductcph12804,PH12804,2,33,3,ph,0
sondhph12805,PH12805,2,34,3,ph,1
ngocnqph12806,PH12806,2,33,3,ph,0
trungbvph12816,PH12816,2,33,3,ph,0
luclhph12819,PH12819,2,33,14,ph,0
nhatnvph12821,PH12821,2,34,3,ph,6
thanhhvph12823,PH12823,2,33,14,ph,0
hungpqph12824,PH12824,2,33,3,ph,7
tuongnvph12845,PH12845,2,33,1,ph,0
tuyenntph12846,PH12846,2,33,1,ph,1
hopttph12855,PH12855,2,33,3,ph,0
trangpthph12856,PH12856,2,33,1,ph,2
tuandvph12861,PH12861,2,33,1,ph,0
cuongdbph12867,PH12867,2,33,14,ph,0
nguyennttph12869,PH12869,2,33,14,ph,0
thuanptph12873,PH12873,2,33,1,ph,5
nghidtph12882,PH12882,2,33,3,ph,5
quangntph12886,PH12886,2,34,3,ph,1
thindph12889,PH12889,2,34,1,ph,5
phihph12890,PH12890,2,33,3,ph,0
tripmph12897,PH12897,2,33,14,ph,0
namlvph12909,PH12909,2,34,1,ph,1
quanphph12911,PH12911,2,34,1,ph,0
thinnqph12915,PH12915,2,34,1,ph,0
ytdnph12917,PH12917,2,34,14,ph,0
manhhdph12921,PH12921,2,35,1,ph,1
daicvph12932,PH12932,2,34,1,ph,0
binhbhph12933,PH12933,2,34,14,ph,2
dungtmph12934,PH12934,2,34,3,ph,1
quangvmph12936,PH12936,2,34,1,ph,0
thikvph12942,PH12942,2,35,1,ph,2
vunlph12949,PH12949,2,34,14,ph,1
thangthph12955,PH12955,2,34,14,ph,0
minhvbph12957,PH12957,2,34,3,ph,5
locdxph12959,PH12959,2,35,14,ph,3
toandmph12960,PH12960,2,35,3,ph,7
anhnhph12963,PH12963,2,34,14,ph,0
huynhddph12966,PH12966,2,34,14,ph,0
thanhntph12968,PH12968,2,34,14,ph,0
tientph12974,PH12974,2,34,3,ph,0
canhpdph12975,PH12975,2,34,14,ph,0
khanhndph12989,PH12989,2,35,1,ph,10
hunghvph12990,PH12990,2,35,1,ph,1
tuanhaph12996,PH12996,2,34,1,ph,0
tanvxph13005,PH13005,2,34,1,ph,0
hieubhph13006,PH13006,2,35,14,ph,11
anhtdph13007,PH13007,2,34,14,ph,0
datnvph13011,PH13011,2,34,3,ph,0
annvph13013,PH13013,2,34,14,ph,2
quangltph13014,PH13014,2,35,1,ph,5
hoantvph13015,PH13015,2,35,1,ph,5
ngocphmph13018,PH13018,2,34,14,ph,1
dinhvvph13024,PH13024,2,34,3,ph,0
anhttph13025,PH13025,2,34,3,ph,0
anhddph13034,PH13034,2,35,3,ph,6
hailvph13040,PH13040,2,34,1,ph,0
nghiadhph13041,PH13041,2,34,1,ph,0
haihnph13049,PH13049,2,34,3,ph,0
minhlnph13060,PH13060,2,34,1,ph,0
ducnmph13062,PH13062,2,34,14,ph,1
luanncph13070,PH13070,2,34,3,ph,0
chinxhph13080,PH13080,2,34,14,ph,0
namtvph13082,PH13082,2,35,1,ph,0
namvvph13085,PH13085,2,34,3,ph,2
dungnxph13086,PH13086,2,34,1,ph,10
vietldph13087,PH13087,2,34,1,ph,4
vietpvph13089,PH13089,2,35,1,ph,5
hoangvlhph13091,PH13091,2,34,3,ph,0
tuantmph13096,PH13096,2,35,3,ph,1
cuongdvph13100,PH13100,2,35,1,ph,1
quanglbph13103,PH13103,2,34,1,ph,0
hungnncph13104,PH13104,2,34,14,ph,0
dungpnph13118,PH13118,2,34,14,ph,1
tienltph13119,PH13119,2,35,3,ph,1
khanhddph13125,PH13125,2,34,14,ph,3
truongdtph13126,PH13126,2,34,3,ph,0
hailvph13128,PH13128,2,34,1,ph,0
dattvph13130,PH13130,2,34,14,ph,2
vuplph13134,PH13134,2,34,14,ph,1
giangdbph13142,PH13142,2,34,3,ph,0
quyetnvph13148,PH13148,2,34,3,ph,0
quynhndph13155,PH13155,2,34,3,ph,3
haindph13158,PH13158,2,34,3,ph,0
hungtmph13160,PH13160,2,34,3,ph,1
linhnvph13162,PH13162,2,34,3,ph,1
giangvvph13166,PH13166,2,35,14,ph,2
vuongdqph13167,PH13167,2,35,14,ph,3
anhndph13174,PH13174,2,35,3,ph,6
sonntph13180,PH13180,2,35,14,ph,9
tungnmph13184,PH13184,2,34,14,ph,0
minhncph13186,PH13186,2,35,1,ph,1
hieutdph13190,PH13190,2,34,3,ph,5
tuanhmph13191,PH13191,2,35,14,ph,4
thanhdpph13199,PH13199,2,34,3,ph,10
sonhtph13207,PH13207,2,36,1,ph,4
linhbttph13212,PH13212,2,36,3,ph,2
ducnvph13216,PH13216,2,38,23,ph,3
duongvmph13221,PH13221,2,35,1,ph,0
namtvph13226,PH13226,2,35,3,ph,0
nghiatqph13235,PH13235,2,35,3,ph,1
nhuttph13244,PH13244,2,35,3,ph,0
tienpkph13248,PH13248,2,36,3,ph,1
hungtvph13263,PH13263,2,35,3,ph,0
longvhph13264,PH13264,2,35,1,ph,0
tamhnph13266,PH13266,2,36,3,ph,6
thaotpph13269,PH13269,2,35,3,ph,0
thaocnph13274,PH13274,2,35,1,ph,0
duongtaph13276,PH13276,2,35,3,ph,0
sondvph13283,PH13283,2,36,1,ph,1
cuongnvph13286,PH13286,2,36,1,ph,1
giangpcph13293,PH13293,2,35,1,ph,0
hoanghtph13294,PH13294,2,35,1,ph,0
duongbktph13295,PH13295,2,35,3,ph,0
sangtvph13299,PH13299,2,35,3,ph,2
linhtkph13315,PH13315,2,36,3,ph,1
anhhvph13318,PH13318,2,35,1,ph,0
duclvph13338,PH13338,2,35,1,ph,0
hoangnvph13341,PH13341,2,35,3,ph,1
ducntph13342,PH13342,2,36,3,ph,3
cucdtkph13344,PH13344,2,36,1,ph,1
giangnvph13347,PH13347,2,36,1,ph,2
ninhbqph13349,PH13349,2,35,3,ph,0
hiepttph13359,PH13359,2,36,14,ph,4
vietlqph13360,PH13360,2,36,3,ph,1
ngochkph13366,PH13366,2,36,3,ph,10
linhnxph13369,PH13369,2,36,1,ph,4
dunghaph13370,PH13370,2,35,14,ph,0
toailvph13373,PH13373,2,35,14,ph,0
linhnqph13376,PH13376,2,36,14,ph,4
tuhlaph13377,PH13377,2,35,1,ph,7
truongnhph13378,PH13378,2,35,14,ph,0
hungpaph13384,PH13384,2,35,3,ph,0
chungntph13390,PH13390,2,35,1,ph,0
khanhngph13391,PH13391,2,36,3,ph,4
chuongkvph13392,PH13392,2,35,3,ph,0
namtvph13393,PH13393,2,35,1,ph,0
manhthph13394,PH13394,2,35,14,ph,4
huynqph13398,PH13398,2,35,1,ph,0
anhphph13404,PH13404,2,35,1,ph,0
hungnpph13405,PH13405,2,36,3,ph,5
tuanlmph13422,PH13422,2,36,1,ph,4
vidtph13437,PH13437,2,35,1,ph,0
longtvph13442,PH13442,2,35,3,ph,0
longbdph13446,PH13446,2,36,14,ph,3
hocntph13449,PH13449,2,38,7,ph,9
thanhntph13455,PH13455,2,36,3,ph,6
hoangbxph13459,PH13459,2,35,14,ph,0
thaipqph13461,PH13461,2,36,14,ph,8
hanhph13462,PH13462,2,35,3,ph,0
longnvph13465,PH13465,2,35,14,ph,2
cuongdhph13469,PH13469,2,36,1,ph,1
diephtbph13471,PH13471,2,36,3,ph,1
dungdlvph13473,PH13473,2,36,14,ph,1
thanhndph13474,PH13474,2,35,14,ph,0
hanvph13475,PH13475,2,36,1,ph,3
tuehvph13476,PH13476,2,35,1,ph,0
tamltph13479,PH13479,2,36,3,ph,1
kypvph13481,PH13481,2,35,1,ph,0
datdtph13485,PH13485,2,36,3,ph,3
trungnhph13487,PH13487,2,35,3,ph,0
luongddph13490,PH13490,2,35,1,ph,0
locnvph13492,PH13492,2,35,14,ph,0
haunvph13497,PH13497,2,35,1,ph,0
xagaph13499,PH13499,2,35,1,ph,0
quannvaph13504,PH13504,2,35,14,ph,3
haidtph13510,PH13510,2,35,3,ph,3
duyldph13513,PH13513,2,35,14,ph,1
hieuvtph13516,PH13516,2,36,3,ph,2
huongbtph13517,PH13517,2,35,14,ph,0
bacvvph13522,PH13522,2,38,23,ph,4
datntph13533,PH13533,2,36,3,ph,1
baohqph13534,PH13534,2,35,14,ph,0
khanhnqph13545,PH13545,2,35,1,ph,0
bangnhph13546,PH13546,2,35,14,ph,0
vinhndph13561,PH13561,2,35,1,ph,0
minhdtph13562,PH13562,2,35,14,ph,0
hungpvph13581,PH13581,2,35,1,ph,0
minhvnph13588,PH13588,2,35,1,ph,0
hungldph13592,PH13592,2,35,1,ph,0
namlhph13600,PH13600,2,35,1,ph,0
hiendttph13605,PH13605,2,35,1,ph,0
datmtph13621,PH13621,2,35,1,ph,0
tupaph13622,PH13622,2,35,1,ph,0
thangnvph13623,PH13623,2,35,14,ph,0
sonnhph13627,PH13627,2,35,1,ph,0
duynvph13636,PH13636,2,36,3,ph,1
bienlhph13640,PH13640,2,35,14,ph,0
sonttph13641,PH13641,2,35,14,ph,5
vietnvph13644,PH13644,2,35,3,ph,0
phuongttph13645,PH13645,2,36,1,ph,1
vinhltph13651,PH13651,2,35,1,ph,1
thuyltnph13652,PH13652,2,35,1,ph,1
vietlxph13657,PH13657,2,35,14,ph,0
thaitaph13671,PH13671,2,35,3,ph,8
thangvdph13678,PH13678,2,35,1,ph,0
hungpvph13681,PH13681,2,36,3,ph,6
thinhndph13683,PH13683,2,35,14,ph,9
hiennvph13697,PH13697,2,36,1,ph,1
hoadtph13703,PH13703,2,35,1,ph,0
vinhtqph13704,PH13704,2,35,1,ph,0
cuonglvph13705,PH13705,2,35,1,ph,0
anhntvph13707,PH13707,2,35,3,ph,0
mydtph13712,PH13712,2,35,3,ph,0
thuanndph13716,PH13716,2,36,14,ph,3
hoanglmph13718,PH13718,2,36,14,ph,9
datpdph13720,PH13720,2,35,1,ph,0
trongndph13723,PH13723,2,35,3,ph,0
phuongndph13724,PH13724,2,35,3,ph,1
huynqph13726,PH13726,2,36,14,ph,6
trunghtph13733,PH13733,2,35,1,ph,0
thedvph13736,PH13736,2,36,3,ph,1
chienhqph13741,PH13741,2,35,1,ph,0
phuongtdph13747,PH13747,2,35,1,ph,0
kienntph13749,PH13749,2,35,1,ph,0
thuylmph13751,PH13751,2,35,1,ph,0
huyvtph13755,PH13755,2,35,3,ph,0
namtdph13759,PH13759,2,38,23,ph,4
anhptph13761,PH13761,2,35,1,ph,1
thanglmph13785,PH13785,2,36,3,ph,4
hoangtmph13787,PH13787,2,35,1,ph,0
ducdvph13789,PH13789,2,35,1,ph,1
hoangvmph13792,PH13792,2,35,3,ph,0
duynnph13794,PH13794,2,36,3,ph,6
dinhqtph13798,PH13798,2,35,14,ph,0
hieultph13805,PH13805,2,35,3,ph,0
kienntph13809,PH13809,2,35,1,ph,0
hieubqph13812,PH13812,2,35,1,ph,0
minhtnph13820,PH13820,2,36,14,ph,7
sonnmph13824,PH13824,2,35,14,ph,0
hoangndph13827,PH13827,2,35,1,ph,0
ducnbph13831,PH13831,2,36,3,ph,5
thaihxph13834,PH13834,2,35,3,ph,0
sonnnph13838,PH13838,2,35,3,ph,0
hiepbqph13840,PH13840,2,36,14,ph,4
thuanddph13844,PH13844,2,35,3,ph,0
tuandtph13846,PH13846,2,35,3,ph,0
quandmph13848,PH13848,2,35,3,ph,0
duongdtph13852,PH13852,2,35,3,ph,0
duongndph13858,PH13858,2,36,14,ph,5
quanndph13861,PH13861,2,35,3,ph,0
quynhlnph13872,PH13872,2,36,3,ph,1
huonghtph13873,PH13873,2,35,3,ph,2
anhnhpph13875,PH13875,2,36,3,ph,3
toanlqph13880,PH13880,2,36,14,ph,2
tantvph13886,PH13886,2,36,1,ph,2
linhlqph13889,PH13889,2,35,3,ph,0
luulvph13892,PH13892,2,35,3,ph,0
congdvph13893,PH13893,2,36,3,ph,3
anbhtph13900,PH13900,2,35,1,ph,0
trangttph13904,PH13904,2,35,1,ph,0
tungdtph13905,PH13905,2,35,14,ph,0
lanvtmph13907,PH13907,2,35,1,ph,0
thucncph13910,PH13910,2,36,14,ph,1
tholvph13911,PH13911,2,35,1,ph,0
dungvtph13913,PH13913,2,35,3,ph,5
hungdvph13919,PH13919,2,35,1,ph,0
vietnqph13920,PH13920,2,36,14,ph,1
sangncph13925,PH13925,2,35,3,ph,0
kynnph13930,PH13930,2,35,3,ph,0
nhungnttph13935,PH13935,2,37,23,ph,4
liemnvph13939,PH13939,2,35,3,ph,0
ducntph13940,PH13940,2,35,3,ph,7
nhatlhph13941,PH13941,2,35,1,ph,0
haidnph13943,PH13943,2,36,3,ph,10
tuyennbph13946,PH13946,2,35,3,ph,0
thangngph13947,PH13947,2,35,3,ph,0
trongnvph13949,PH13949,2,35,3,ph,0
phongdtph13951,PH13951,2,35,1,ph,0
manntph13952,PH13952,2,35,1,ph,0
thaotttph13959,PH13959,2,35,1,ph,0
sonnvph13962,PH13962,2,36,3,ph,10
khanhnnph13963,PH13963,2,35,3,ph,4
thongvhph13968,PH13968,2,35,1,ph,0
vanvhph13971,PH13971,2,35,1,ph,0
manpvph13976,PH13976,2,36,3,ph,1
datdqph13978,PH13978,2,35,1,ph,1
vandthph13979,PH13979,2,35,3,ph,0
linhvbph13980,PH13980,2,35,3,ph,0
hoangtvph13992,PH13992,2,35,1,ph,0
danhbqph13995,PH13995,2,35,1,ph,6
hungttph13998,PH13998,2,35,3,ph,0
vultph14002,PH14002,2,35,3,ph,0
chautaph14003,PH14003,2,36,14,ph,4
truongdcph14006,PH14006,2,35,1,ph,0
datltph14007,PH14007,2,35,3,ph,8
anhlvph14022,PH14022,2,35,1,ph,0
lanntph14023,PH14023,2,35,1,ph,0
tuongtdph14024,PH14024,2,36,1,ph,1
laitqph14026,PH14026,2,35,1,ph,0
anhnhph14029,PH14029,2,36,3,ph,1
quangtvph14034,PH14034,2,35,3,ph,0
vuddph14036,PH14036,2,35,1,ph,0
trongdvph14038,PH14038,2,38,7,ph,2
vuvdph14039,PH14039,2,35,1,ph,8
hungvvph14043,PH14043,2,36,3,ph,3
anhhvph14045,PH14045,2,35,1,ph,0
longvtph14046,PH14046,2,35,3,ph,0
trangdthph14049,PH14049,2,35,1,ph,10
ducnvph14050,PH14050,2,36,3,ph,2
