User_Login,User_Code,Up_To_Semester,Term_ID,Major_ID,Campus,Value,Total_Grade,Total_Credit,Average_Grade
dungdlvph13473,PH13473,2,35,14,ph,1,207.9,24,8.66250
thanhndph13474,PH13474,2,35,14,ph,1,231.6,27,8.57778
hanvph13475,PH13475,2,35,1,ph,1,143.4,18,7.96667
tuehvph13476,PH13476,2,35,1,ph,1,227.5,29,7.84483
tamltph13479,PH13479,2,35,3,ph,1,198.6,24,8.27500
kypvph13481,PH13481,2,35,1,ph,1,231.6,27,8.57778
datdtph13485,PH13485,2,35,3,ph,1,131.4,18,7.30000
trungnhph13487,PH13487,2,35,3,ph,1,200.7,27,7.43333
luongddph13490,PH13490,2,35,1,ph,1,213.3,27,7.90000
locnvph13492,PH13492,2,35,14,ph,1,238.8,27,8.84444
haunvph13497,PH13497,2,35,1,ph,1,246.0,27,9.11111
xagaph13499,PH13499,2,35,1,ph,1,227.7,30,7.59000
quannvaph13504,PH13504,2,35,14,ph,1,139.8,21,6.65714
haidtph13510,PH13510,2,35,3,ph,1,132.0,18,7.33333
duyldph13513,PH13513,2,35,14,ph,1,166.8,24,6.95000
hieuvtph13516,PH13516,2,35,3,ph,1,206.1,24,8.58750
huongbtph13517,PH13517,2,35,14,ph,1,203.1,27,7.52222
bacvvph13522,PH13522,2,35,1,ph,1,230.1,30,7.67000
datntph13533,PH13533,2,35,3,ph,1,188.7,27,6.98889
baohqph13534,PH13534,2,35,14,ph,1,234.0,30,7.80000
khanhnqph13545,PH13545,2,35,1,ph,1,266.4,30,8.88000
bangnhph13546,PH13546,2,35,14,ph,1,192.6,24,8.02500
vinhndph13561,PH13561,2,35,1,ph,1,264.0,30,8.80000
minhdtph13562,PH13562,2,35,14,ph,1,251.1,30,8.37000
hungpvph13581,PH13581,2,35,1,ph,1,244.2,30,8.14000
minhvnph13588,PH13588,2,35,1,ph,1,271.5,30,9.05000
hungldph13592,PH13592,2,35,1,ph,1,261.6,30,8.72000
namlhph13600,PH13600,2,35,1,ph,1,224.4,30,7.48000
hiendttph13605,PH13605,2,35,1,ph,1,236.7,30,7.89000
datmtph13621,PH13621,2,35,1,ph,1,225.0,30,7.50000
tupaph13622,PH13622,2,35,1,ph,1,206.7,30,6.89000
thangnvph13623,PH13623,2,35,14,ph,1,240.3,30,8.01000
sonnhph13627,PH13627,2,35,1,ph,1,240.6,30,8.02000
duynvph13636,PH13636,2,35,3,ph,1,192.3,27,7.12222
bienlhph13640,PH13640,2,35,14,ph,1,235.5,30,7.85000
sonttph13641,PH13641,2,35,14,ph,1,153.9,21,7.32857
vietnvph13644,PH13644,2,35,3,ph,1,208.2,30,6.94000
phuongttph13645,PH13645,2,35,1,ph,1,189.6,24,7.90000
vinhltph13651,PH13651,2,35,1,ph,1,215.1,27,7.96667
thuyltnph13652,PH13652,2,35,1,ph,1,190.2,27,7.04444
vietlxph13657,PH13657,2,35,14,ph,1,194.7,27,7.21111
thaitaph13671,PH13671,2,35,3,ph,1,123.9,18,6.88333
thangvdph13678,PH13678,2,35,1,ph,1,240.3,30,8.01000
hungpvph13681,PH13681,2,35,3,ph,1,82.5,12,6.87500
thinhndph13683,PH13683,1,35,14,ph,1,21.0,3,7.00000
hiennvph13697,PH13697,2,35,1,ph,1,231.3,27,8.56667
hoadtph13703,PH13703,2,35,1,ph,1,268.2,30,8.94000
vinhtqph13704,PH13704,2,35,1,ph,1,237.3,30,7.91000
cuonglvph13705,PH13705,2,35,1,ph,1,241.5,30,8.05000
anhntvph13707,PH13707,2,35,3,ph,1,221.4,30,7.38000
mydtph13712,PH13712,2,35,3,ph,1,220.2,30,7.34000
thuanndph13716,PH13716,2,35,14,ph,1,145.8,21,6.94286
hoanglmph13718,PH13718,2,38,4,ph,1,253.9,34,7.46765
datpdph13720,PH13720,2,35,1,ph,1,226.8,30,7.56000
trongndph13723,PH13723,2,35,3,ph,1,183.9,27,6.81111
phuongndph13724,PH13724,2,35,3,ph,1,182.1,27,6.74444
huynqph13726,PH13726,2,35,14,ph,1,122.7,18,6.81667
trunghtph13733,PH13733,2,35,1,ph,1,204.3,30,6.81000
thedvph13736,PH13736,2,35,3,ph,1,186.3,27,6.90000
chienhqph13741,PH13741,2,35,1,ph,1,252.3,30,8.41000
phuongtdph13747,PH13747,2,35,1,ph,1,262.8,30,8.76000
kienntph13749,PH13749,2,35,1,ph,1,238.8,30,7.96000
thuylmph13751,PH13751,2,35,1,ph,1,265.8,30,8.86000
huyvtph13755,PH13755,2,35,3,ph,1,252.3,30,8.41000
namtdph13759,PH13759,2,35,3,ph,1,222.9,33,6.75455
anhptph13761,PH13761,2,35,1,ph,1,217.8,27,8.06667
thanglmph13785,PH13785,2,35,3,ph,1,213.6,30,7.12000
hoangtmph13787,PH13787,2,35,1,ph,1,218.4,30,7.28000
ducdvph13789,PH13789,2,35,1,ph,1,195.6,27,7.24444
hoangvmph13792,PH13792,2,35,3,ph,1,221.4,30,7.38000
duynnph13794,PH13794,2,35,3,ph,1,175.5,27,6.50000
dinhqtph13798,PH13798,2,35,14,ph,1,202.8,27,7.51111
hieultph13805,PH13805,2,35,3,ph,1,218.1,30,7.27000
kienntph13809,PH13809,2,35,1,ph,1,217.8,30,7.26000
hieubqph13812,PH13812,2,35,1,ph,1,261.0,30,8.70000
minhtnph13820,PH13820,2,35,14,ph,1,212.1,28,7.57500
sonnmph13824,PH13824,2,35,14,ph,1,240.9,30,8.03000
hoangndph13827,PH13827,2,35,1,ph,1,250.8,30,8.36000
ducnbph13831,PH13831,2,35,3,ph,1,242.0,34,7.11765
thaihxph13834,PH13834,2,35,3,ph,1,258.9,30,8.63000
sonnnph13838,PH13838,2,35,3,ph,1,228.3,30,7.61000
hiepbqph13840,PH13840,2,35,14,ph,1,124.5,18,6.91667
thuanddph13844,PH13844,2,35,3,ph,1,228.6,30,7.62000
tuandtph13846,PH13846,2,35,3,ph,1,196.2,27,7.26667
quandmph13848,PH13848,2,35,3,ph,1,259.5,30,8.65000
duongdtph13852,PH13852,2,35,3,ph,1,212.7,30,7.09000
duongndph13858,PH13858,1,35,14,ph,1,107.1,15,7.14000
quanndph13861,PH13861,2,35,3,ph,1,229.8,30,7.66000
quynhlnph13872,PH13872,2,35,3,ph,1,167.7,27,6.21111
huonghtph13873,PH13873,2,35,3,ph,1,184.2,27,6.82222
anhnhpph13875,PH13875,2,35,3,ph,1,168.9,21,8.04286
toanlqph13880,PH13880,2,35,14,ph,1,293.1,39,7.51538
tantvph13886,PH13886,2,35,1,ph,1,179.4,24,7.47500
linhlqph13889,PH13889,2,35,3,ph,1,236.1,30,7.87000
luulvph13892,PH13892,2,35,3,ph,1,243.0,30,8.10000
congdvph13893,PH13893,2,35,3,ph,1,140.4,21,6.68571
anbhtph13900,PH13900,2,35,1,ph,1,209.7,30,6.99000
trangttph13904,PH13904,2,35,1,ph,1,218.7,30,7.29000
tungdtph13905,PH13905,2,35,14,ph,1,241.5,30,8.05000
lanvtmph13907,PH13907,2,35,1,ph,1,246.6,30,8.22000
thucncph13910,PH13910,2,35,14,ph,1,225.9,27,8.36667
tholvph13911,PH13911,2,35,1,ph,1,227.1,30,7.57000
dungvtph13913,PH13913,2,35,3,ph,1,80.1,12,6.67500
hungdvph13919,PH13919,2,35,1,ph,1,256.8,30,8.56000
vietnqph13920,PH13920,2,35,14,ph,1,182.4,27,6.75556
sangncph13925,PH13925,2,35,3,ph,1,209.4,30,6.98000
kynnph13930,PH13930,2,35,3,ph,1,232.8,30,7.76000
nhungnttph13935,PH13935,2,35,1,ph,1,261.2,37,7.05946
liemnvph13939,PH13939,2,35,3,ph,1,175.8,24,7.32500
ducntph13940,PH13940,2,35,3,ph,1,60.9,9,6.76667
nhatlhph13941,PH13941,2,35,1,ph,1,229.5,30,7.65000
haidnph13943,PH13943,2,35,3,ph,1,54.9,9,6.10000
tuyennbph13946,PH13946,2,35,3,ph,1,219.6,30,7.32000
thangngph13947,PH13947,2,35,3,ph,1,198.9,30,6.63000
trongnvph13949,PH13949,2,35,3,ph,1,217.5,30,7.25000
phongdtph13951,PH13951,2,35,1,ph,1,206.1,27,7.63333
manntph13952,PH13952,2,35,1,ph,1,223.5,30,7.45000
thaotttph13959,PH13959,2,35,1,ph,1,204.9,30,6.83000
sonnvph13962,PH13962,1,35,3,ph,1,116.7,15,7.78000
khanhnnph13963,PH13963,2,35,3,ph,1,99.3,15,6.62000
thongvhph13968,PH13968,2,35,1,ph,1,242.4,30,8.08000
vanvhph13971,PH13971,2,35,1,ph,1,261.9,30,8.73000
manpvph13976,PH13976,2,35,3,ph,1,172.5,24,7.18750
datdqph13978,PH13978,2,35,1,ph,1,192.9,27,7.14444
vandthph13979,PH13979,2,35,3,ph,1,216.6,30,7.22000
linhvbph13980,PH13980,2,35,3,ph,1,257.7,30,8.59000
hoangtvph13992,PH13992,2,35,1,ph,1,254.7,30,8.49000
danhbqph13995,PH13995,2,35,1,ph,1,163.5,24,6.81250
hungttph13998,PH13998,2,35,3,ph,1,240.0,30,8.00000
vultph14002,PH14002,2,35,3,ph,1,218.7,30,7.29000
chautaph14003,PH14003,2,35,14,ph,1,245.0,34,7.20588
truongdcph14006,PH14006,2,35,1,ph,1,227.1,30,7.57000
datltph14007,PH14007,1,35,3,ph,1,22.8,3,7.60000
anhlvph14022,PH14022,2,35,1,ph,1,220.8,30,7.36000
lanntph14023,PH14023,2,35,1,ph,1,241.8,30,8.06000
tuongtdph14024,PH14024,2,35,1,ph,1,177.9,27,6.58889
laitqph14026,PH14026,2,35,1,ph,1,270.6,30,9.02000
anhnhph14029,PH14029,2,35,3,ph,1,186.6,27,6.91111
quangtvph14034,PH14034,2,35,3,ph,1,244.8,30,8.16000
vuddph14036,PH14036,2,35,1,ph,1,258.0,30,8.60000
trongdvph14038,PH14038,2,35,1,ph,1,263.1,36,7.30833
vuvdph14039,PH14039,2,35,1,ph,1,87.0,12,7.25000
hungvvph14043,PH14043,2,35,3,ph,1,141.6,21,6.74286
anhhvph14045,PH14045,2,35,1,ph,1,255.0,30,8.50000
longvtph14046,PH14046,2,35,3,ph,1,243.9,30,8.13000
trangdthph14049,PH14049,2,35,1,ph,1,203.7,30,6.79000
ducnvph14050,PH14050,2,35,3,ph,1,169.5,24,7.06250
haikvph14059,PH14059,2,35,1,ph,1,216.6,30,7.22000
tiennmph14060,PH14060,2,35,3,ph,1,143.4,21,6.82857
datpqph14063,PH14063,2,35,3,ph,1,102.6,15,6.84000
anctph14066,PH14066,2,35,14,ph,1,131.1,18,7.28333
haimhph14069,PH14069,2,35,1,ph,1,152.4,21,7.25714
namdvph14072,PH14072,2,35,1,ph,1,265.2,30,8.84000
phucnhph14081,PH14081,2,35,3,ph,1,172.5,24,7.18750
anhnvph14082,PH14082,2,35,3,ph,1,178.8,24,7.45000
dungptph14083,PH14083,2,35,14,ph,1,230.7,30,7.69000
huynhntph14084,PH14084,2,35,14,ph,1,207.3,28,7.40357
ducmtph14090,PH14090,2,35,3,ph,1,190.2,27,7.04444
thienlpph14091,PH14091,2,35,1,ph,1,176.1,24,7.33750
hongdtph14095,PH14095,2,35,3,ph,1,229.2,30,7.64000
hieudbph14097,PH14097,2,35,1,ph,1,253.5,30,8.45000
linhlttph14103,PH14103,2,35,14,ph,1,213.0,27,7.88889
hieuvmph14107,PH14107,2,35,3,ph,1,251.1,36,6.97500
hungnbph14108,PH14108,2,35,3,ph,1,341.7,48,7.11875
ducbhph14117,PH14117,2,37,7,ph,1,214.2,30,7.14000
linhdqph14120,PH14120,2,35,14,ph,1,205.5,27,7.61111
hoangnhph14122,PH14122,2,35,1,ph,1,250.2,30,8.34000
dungptph14123,PH14123,2,35,3,ph,1,180.0,24,7.50000
cuongnqph14128,PH14128,2,35,3,ph,1,172.2,24,7.17500
sonntph14131,PH14131,2,35,3,ph,1,156.9,24,6.53750
tunmph14137,PH14137,2,35,1,ph,1,252.9,30,8.43000
quyenndph14144,PH14144,2,35,3,ph,1,233.1,30,7.77000
hieunmph14150,PH14150,2,35,1,ph,1,247.5,30,8.25000
tienphph14151,PH14151,2,35,14,ph,1,251.4,30,8.38000
ducnvph14154,PH14154,2,35,14,ph,1,238.8,27,8.84444
hungnsph14158,PH14158,2,35,3,ph,1,235.8,30,7.86000
namnhph14161,PH14161,2,35,14,ph,1,243.9,30,8.13000
tinhnvph14167,PH14167,2,35,3,ph,1,217.2,30,7.24000
hiendqph14169,PH14169,2,35,3,ph,1,308.1,42,7.33571
ngocdmph14175,PH14175,2,35,1,ph,1,153.2,25,6.12800
vinhdaph14179,PH14179,2,35,3,ph,1,218.7,30,7.29000
tupqph14182,PH14182,2,35,1,ph,1,124.5,18,6.91667
cuongctph14189,PH14189,2,35,14,ph,1,260.4,30,8.68000
truongdvph14196,PH14196,2,35,1,ph,1,214.2,30,7.14000
dangvhhph14199,PH14199,2,35,1,ph,1,210.6,30,7.02000
thepmph14200,PH14200,2,35,1,ph,1,126.6,18,7.03333
vullph14201,PH14201,2,35,1,ph,1,229.2,30,7.64000
nghialdph14203,PH14203,2,35,1,ph,1,252.3,30,8.41000
chienbmph14204,PH14204,2,35,1,ph,1,207.6,30,6.92000
gamntph14216,PH14216,2,35,3,ph,1,213.6,30,7.12000
phuongbvph14226,PH14226,2,35,3,ph,1,218.9,32,6.84063
namnpph14230,PH14230,2,35,1,ph,1,215.4,30,7.18000
hungniph14232,PH14232,2,35,14,ph,1,181.7,28,6.48929
tuanvvph14233,PH14233,2,35,14,ph,1,205.8,28,7.35000
hungncph14236,PH14236,2,35,1,ph,1,207.9,30,6.93000
nhattmph14243,PH14243,2,35,3,ph,1,261.6,39,6.70769
lutlph14249,PH14249,2,35,1,ph,1,171.9,24,7.16250
hodpph14250,PH14250,2,35,14,ph,1,198.0,27,7.33333
giangtvph14253,PH14253,2,35,3,ph,1,221.7,30,7.39000
quantaph14262,PH14262,2,35,1,ph,1,216.9,30,7.23000
thieunkph14265,PH14265,2,35,3,ph,1,124.2,18,6.90000
tuanlvph14271,PH14271,2,35,3,ph,1,271.5,30,9.05000
quyetlvph14275,PH14275,2,35,3,ph,1,206.1,30,6.87000
huydqph14281,PH14281,2,35,14,ph,1,182.1,27,6.74444
levqph14286,PH14286,2,35,14,ph,1,208.5,27,7.72222
thanhdlph14289,PH14289,2,35,3,ph,1,216.9,30,7.23000
dinhdcph14290,PH14290,2,35,3,ph,1,144.0,21,6.85714
sangnnph14292,PH14292,2,35,14,ph,1,193.8,27,7.17778
dungbmph14299,PH14299,2,35,1,ph,1,132.3,21,6.30000
khanhtqph14300,PH14300,2,35,1,ph,1,161.9,25,6.47600
quannmph14304,PH14304,2,35,14,ph,1,271.8,30,9.06000
congvdph14305,PH14305,2,35,1,ph,1,212.1,30,7.07000
thivdph14313,PH14313,2,35,1,ph,1,140.4,21,6.68571
thopvtph14327,PH14327,2,35,14,ph,1,211.2,27,7.82222
vinhctph14329,PH14329,2,38,7,ph,1,233.7,36,6.49167
chungbvph14340,PH14340,2,35,14,ph,1,214.2,30,7.14000
sonagph14343,PH14343,2,35,14,ph,1,233.4,30,7.78000
namldph14345,PH14345,1,35,1,ph,1,77.1,9,8.56667
anhhtph14348,PH14348,2,35,3,ph,1,292.2,39,7.49231
chungnbph14349,PH14349,2,35,14,ph,1,227.4,30,7.58000
minhdvph14350,PH14350,2,35,14,ph,1,199.8,30,6.66000
huybtph14352,PH14352,2,35,3,ph,1,222.6,30,7.42000
ducdmph14354,PH14354,2,35,1,ph,1,256.1,37,6.92162
namnhph14356,PH14356,2,35,3,ph,1,229.8,30,7.66000
dainmph14357,PH14357,2,35,14,ph,1,133.8,18,7.43333
dungsqph14362,PH14362,2,35,1,ph,1,243.0,30,8.10000
cuongtvph14365,PH14365,1,35,1,ph,1,91.5,12,7.62500
congncph14366,PH14366,2,35,1,ph,1,230.7,30,7.69000
toanhvph14376,PH14376,2,35,1,ph,1,206.7,27,7.65556
dieulvph14390,PH14390,2,35,1,ph,1,219.0,30,7.30000
hiepntph14393,PH14393,2,35,1,ph,1,221.4,30,7.38000
duongddph14394,PH14394,2,35,3,ph,1,203.1,30,6.77000
tuannaph14398,PH14398,2,35,3,ph,1,198.0,27,7.33333
anhnvph14407,PH14407,2,35,3,ph,1,159.9,21,7.61429
dongtqph14409,PH14409,2,35,14,ph,1,176.1,27,6.52222
toanltph14411,PH14411,2,35,14,ph,1,224.7,30,7.49000
thangtvph14413,PH14413,2,35,14,ph,1,218.4,30,7.28000
lamntaph14414,PH14414,2,35,3,ph,1,194.4,27,7.20000
lamlnph14415,PH14415,2,35,3,ph,1,163.2,24,6.80000
hieuntph14425,PH14425,2,35,14,ph,1,193.2,28,6.90000
vubtph14431,PH14431,2,35,3,ph,1,223.5,30,7.45000
quangnxph14432,PH14432,2,35,14,ph,1,133.2,18,7.40000
hieunvph14434,PH14434,2,35,3,ph,1,234.3,30,7.81000
ducnvph14435,PH14435,2,35,1,ph,1,261.3,30,8.71000
duongdtph14440,PH14440,2,35,1,ph,1,197.4,27,7.31111
hieubvph14441,PH14441,2,35,14,ph,1,229.8,30,7.66000
datnvph14454,PH14454,2,35,14,ph,1,228.9,30,7.63000
nhannhph14455,PH14455,2,38,7,ph,1,260.1,39,6.66923
tuanpaph14457,PH14457,2,35,3,ph,1,267.3,37,7.22432
quocdvph14459,PH14459,2,35,1,ph,1,244.5,30,8.15000
khanhdnph14467,PH14467,2,35,3,ph,1,130.5,18,7.25000
hieutvph14468,PH14468,2,35,14,ph,1,188.7,27,6.98889
minhndph14469,PH14469,2,35,1,ph,1,248.4,30,8.28000
hungdvph14470,PH14470,2,35,1,ph,1,211.8,30,7.06000
minhnnph14472,PH14472,2,35,14,ph,1,123.0,18,6.83333
minhnnph14481,PH14481,2,35,3,ph,1,145.5,21,6.92857
vanndph14485,PH14485,2,35,1,ph,1,199.5,27,7.38889
datntph14486,PH14486,2,35,14,ph,1,168.0,24,7.00000
tungpdph14490,PH14490,2,35,3,ph,1,160.8,24,6.70000
anhnvph14495,PH14495,2,35,1,ph,1,363.3,45,8.07333
hunghxph14496,PH14496,2,35,14,ph,1,177.6,27,6.57778
hieuntph14497,PH14497,2,35,3,ph,1,216.6,33,6.56364
longktph14503,PH14503,2,35,3,ph,1,190.5,27,7.05556
hoanldph14511,PH14511,2,35,1,ph,1,101.7,15,6.78000
nambdph14513,PH14513,2,35,1,ph,1,247.5,33,7.50000
baontph14523,PH14523,2,35,3,ph,1,147.6,24,6.15000
tienlvph14534,PH14534,2,35,14,ph,1,168.6,24,7.02500
nghiatdph14539,PH14539,2,35,3,ph,1,211.8,30,7.06000
dungktph14540,PH14540,2,35,1,ph,1,208.5,30,6.95000
hieptvhph14543,PH14543,2,35,3,ph,1,254.1,30,8.47000
tunmph14548,PH14548,2,35,3,ph,1,201.6,30,6.72000
trinhvdph14552,PH14552,2,35,3,ph,1,199.5,30,6.65000
chuanntph14556,PH14556,2,35,14,ph,1,212.7,30,7.09000
quynhph14559,PH14559,2,35,1,ph,1,184.2,27,6.82222
datnvph14562,PH14562,2,35,3,ph,1,209.1,30,6.97000
thangtvph14563,PH14563,2,35,3,ph,1,186.9,27,6.92222
tutvph14566,PH14566,2,35,14,ph,1,231.9,30,7.73000
dungltph14568,PH14568,2,35,3,ph,1,263.7,30,8.79000
tiendvph14570,PH14570,2,35,1,ph,1,187.8,27,6.95556
chienttph14575,PH14575,2,35,3,ph,1,220.2,30,7.34000
huypqph14578,PH14578,2,35,14,ph,1,237.9,30,7.93000
phongtdph14579,PH14579,2,35,1,ph,1,113.1,15,7.54000
datttph14580,PH14580,2,35,3,ph,1,189.3,27,7.01111
ducpmph14581,PH14581,2,35,3,ph,1,133.5,21,6.35714
phulxph14583,PH14583,2,35,14,ph,1,166.5,24,6.93750
dungttph14587,PH14587,2,35,1,ph,1,306.2,43,7.12093
sonhph14589,PH14589,2,38,7,ph,1,291.0,43,6.76744
dunghhph14594,PH14594,2,35,14,ph,1,217.5,30,7.25000
cuongndph14605,PH14605,2,35,1,ph,1,227.1,30,7.57000
hocdtph14606,PH14606,2,35,3,ph,1,177.6,27,6.57778
vuonglqph14608,PH14608,2,35,1,ph,1,138.6,18,7.70000
thienlmph14609,PH14609,2,35,1,ph,1,134.0,19,7.05263
thanhbtph14613,PH14613,2,35,1,ph,1,278.7,39,7.14615
anldph14616,PH14616,2,35,14,ph,1,218.7,30,7.29000
tuannaph14620,PH14620,2,35,3,ph,1,236.1,30,7.87000
bantvph14622,PH14622,2,35,3,ph,1,213.6,30,7.12000
trieunvph14630,PH14630,2,35,3,ph,1,170.4,24,7.10000
vuonghvph14642,PH14642,2,35,3,ph,1,193.5,27,7.16667
thanhntph14645,PH14645,2,38,4,ph,1,322.8,45,7.17333
thangtvph14647,PH14647,2,35,3,ph,1,172.2,27,6.37778
trangltph14650,PH14650,2,35,3,ph,1,126.9,18,7.05000
huyndph14652,PH14652,2,35,3,ph,1,165.9,24,6.91250
truongnqph14659,PH14659,2,35,3,ph,1,244.8,30,8.16000
khangtvph14667,PH14667,2,35,1,ph,1,222.6,30,7.42000
lucvcph14671,PH14671,2,35,3,ph,1,218.7,30,7.29000
sonvdph14673,PH14673,2,35,14,ph,1,195.6,27,7.24444
huongntph14674,PH14674,2,35,3,ph,1,283.2,36,7.86667
dinhbtph14679,PH14679,2,35,3,ph,1,222.3,30,7.41000
anhnnph14686,PH14686,2,35,3,ph,1,246.3,30,8.21000
anhntph14690,PH14690,2,35,3,ph,1,162.3,24,6.76250
thangvmph14693,PH14693,2,35,3,ph,1,97.2,15,6.48000
hungdcph14695,PH14695,2,35,3,ph,1,186.0,27,6.88889
vietpqph14696,PH14696,2,35,3,ph,1,200.4,30,6.68000
khanglmph14697,PH14697,2,35,3,ph,1,228.3,30,7.61000
linhdqph14703,PH14703,2,35,3,ph,1,251.7,30,8.39000
thaitbph14704,PH14704,2,35,14,ph,1,198.3,27,7.34444
duydkph14705,PH14705,2,35,1,ph,1,297.9,39,7.63846
dungnnph14706,PH14706,2,35,14,ph,1,97.5,15,6.50000
trungptqph14708,PH14708,2,35,1,ph,1,317.1,43,7.37442
hieuntph14720,PH14720,2,35,1,ph,1,230.1,30,7.67000
tungtsph14727,PH14727,2,35,14,ph,1,189.0,24,7.87500
tuanhmph14729,PH14729,2,35,3,ph,1,210.6,30,7.02000
thuongntph14731,PH14731,2,35,1,ph,1,164.4,24,6.85000
hoanldph14732,PH14732,2,35,3,ph,1,222.9,30,7.43000
linhbpph14733,PH14733,2,35,14,ph,1,156.9,21,7.47143
nghieptcph14735,PH14735,2,35,14,ph,1,187.5,27,6.94444
hientxph14737,PH14737,2,35,14,ph,1,169.5,24,7.06250
manhpvph14739,PH14739,2,35,3,ph,1,222.6,30,7.42000
pholdph14747,PH14747,2,35,3,ph,1,142.8,21,6.80000
trangnttph14748,PH14748,2,35,3,ph,1,253.8,36,7.05000
manhddph14750,PH14750,2,35,14,ph,1,159.6,21,7.60000
namtqph14751,PH14751,2,35,1,ph,1,286.8,39,7.35385
truongnxph14752,PH14752,2,37,7,ph,1,228.4,34,6.71765
hungnkph14757,PH14757,1,35,3,ph,1,45.3,6,7.55000
namldph14764,PH14764,2,35,1,ph,1,235.5,30,7.85000
hoihvph14768,PH14768,2,35,14,ph,1,160.8,24,6.70000
duongdhph14771,PH14771,2,35,1,ph,1,235.5,30,7.85000
tuanlqph14773,PH14773,2,35,1,ph,1,239.0,34,7.02941
lanhvvph14774,PH14774,2,35,1,ph,1,255.9,30,8.53000
hieudvph14775,PH14775,2,35,1,ph,1,217.8,30,7.26000
phongntph14776,PH14776,2,35,1,ph,1,232.2,30,7.74000
anhtqph14777,PH14777,2,37,7,ph,1,205.8,30,6.86000
huypqph14778,PH14778,2,35,1,ph,1,234.0,30,7.80000
anhthhph14780,PH14780,2,35,3,ph,1,153.6,24,6.40000
namldph14782,PH14782,2,35,1,ph,1,253.8,30,8.46000
thuanlvph14783,PH14783,2,35,3,ph,1,194.4,27,7.20000
hoanvph14784,PH14784,1,35,3,ph,1,112.5,15,7.50000
minhhbph14790,PH14790,2,35,14,ph,1,173.1,24,7.21250
huylvph14795,PH14795,2,35,3,ph,1,252.0,30,8.40000
quangldph14796,PH14796,2,35,3,ph,1,229.2,30,7.64000
quangndph14804,PH14804,2,35,14,ph,1,209.7,30,6.99000
toanpqph14805,PH14805,2,35,3,ph,1,209.1,30,6.97000
kieunvph14806,PH14806,2,35,1,ph,1,251.7,30,8.39000
haiddph14809,PH14809,2,35,3,ph,1,170.7,24,7.11250
khanhldph14811,PH14811,2,35,3,ph,1,208.8,30,6.96000
tuyenvcph14814,PH14814,2,35,3,ph,1,234.9,30,7.83000
hieptvhph14819,PH14819,2,35,14,ph,1,201.9,30,6.73000
hungnvph14820,PH14820,2,35,3,ph,1,202.2,27,7.48889
trongpdph14822,PH14822,2,35,1,ph,1,212.7,30,7.09000
hainhph14825,PH14825,2,35,1,ph,1,243.3,30,8.11000
hieudmph14827,PH14827,2,35,3,ph,1,244.8,30,8.16000
dongdvph14832,PH14832,2,35,1,ph,1,85.5,12,7.12500
quangvmph14833,PH14833,2,35,14,ph,1,246.6,33,7.47273
cuongdxph14835,PH14835,2,38,7,ph,1,290.4,42,6.91429
hoangnhph14837,PH14837,2,35,14,ph,1,205.8,27,7.62222
ductvph14838,PH14838,2,35,3,ph,1,198.9,30,6.63000
dattqph14839,PH14839,2,35,14,ph,1,228.3,30,7.61000
quanthph14848,PH14848,1,35,14,ph,1,60.9,9,6.76667
hieuvtph14852,PH14852,2,35,3,ph,1,104.4,15,6.96000
thangvmph14856,PH14856,2,35,14,ph,1,149.1,21,7.10000
namnhph14861,PH14861,2,35,1,ph,1,309.0,42,7.35714
binhnvph14865,PH14865,2,35,3,ph,1,169.5,24,7.06250
vietndph14873,PH14873,2,35,14,ph,1,163.3,22,7.42273
hungqxph14879,PH14879,2,35,1,ph,1,242.1,34,7.12059
hieultph14881,PH14881,2,35,3,ph,1,62.1,9,6.90000
tuanqpph14887,PH14887,2,35,14,ph,1,141.0,21,6.71429
longtdph14892,PH14892,2,35,1,ph,1,164.1,21,7.81429
khanhndph14894,PH14894,2,35,3,ph,1,189.6,27,7.02222
khanhnqph14895,PH14895,2,35,3,ph,1,198.0,27,7.33333
cuongddph14896,PH14896,2,35,1,ph,1,229.8,30,7.66000
anhnvph14902,PH14902,2,35,3,ph,1,170.7,24,7.11250
vuonglqph14910,PH14910,2,35,3,ph,1,194.4,27,7.20000
dungntph14911,PH14911,2,35,1,ph,1,310.8,39,7.96923
vuongpdph14913,PH14913,2,35,3,ph,1,176.7,24,7.36250
duongdvph14918,PH14918,2,35,1,ph,1,229.2,30,7.64000
quanthph14921,PH14921,2,35,3,ph,1,174.3,24,7.26250
hainvph14924,PH14924,2,35,3,ph,1,217.8,30,7.26000
hiendvph14927,PH14927,2,35,3,ph,1,122.1,18,6.78333
tientmph14929,PH14929,2,35,3,ph,1,132.6,21,6.31429
phucndph14931,PH14931,2,35,3,ph,1,216.0,30,7.20000
quannhph14936,PH14936,2,35,14,ph,1,185.7,27,6.87778
dongnhph14940,PH14940,2,35,14,ph,1,242.1,30,8.07000
tuantaph14941,PH14941,2,35,14,ph,1,230.4,30,7.68000
tuntph14942,PH14942,2,35,3,ph,1,145.8,21,6.94286
hieuldph14948,PH14948,2,35,14,ph,1,228.0,30,7.60000
dainxph14951,PH14951,2,35,3,ph,1,199.5,27,7.38889
daipvph14961,PH14961,2,35,14,ph,1,229.5,30,7.65000
trieunvph14964,PH14964,2,35,14,ph,1,277.5,39,7.11538
tramnvph14967,PH14967,2,35,3,ph,1,224.4,30,7.48000
canhddph14973,PH14973,2,35,1,ph,1,188.4,27,6.97778
trangdvph14977,PH14977,2,35,1,ph,1,103.2,15,6.88000
