Student_Code,Status,Semester,Major_ID,Campus_Code,Term_ID
PH23671,HDI,1,14,ph,47
PH23675,HDI,1,1,ph,47
PH23682,HDI,1,1,ph,47
PH23684,HDI,1,14,ph,47
PH23694,HDI,1,1,ph,47
PH23695,HDI,1,3,ph,47
PH23697,HDI,1,1,ph,47
PH23701,HDI,1,1,ph,47
PH23702,HDI,1,14,ph,47
PH23703,HDI,1,3,ph,47
PH23704,HDI,1,3,ph,47
PH23705,HDI,1,1,ph,47
PH23714,HDI,1,1,ph,47
PH23717,HDI,1,1,ph,47
PH23727,HDI,1,1,ph,47
PH23730,HDI,1,1,ph,47
PH23736,HDI,1,1,ph,47
PH23737,HDI,1,1,ph,47
PH23738,HDI,1,1,ph,47
PH23741,HDI,1,1,ph,47
PH23742,HDI,1,1,ph,47
PH23748,HDI,1,3,ph,47
PH23753,HDI,1,14,ph,47
PH23754,HDI,1,1,ph,47
PH23759,HDI,1,1,ph,47
PH23769,HDI,1,14,ph,47
PH23771,HDI,1,14,ph,47
PH23773,HDI,1,1,ph,47
PH23775,HDI,1,3,ph,47
PH23777,HDI,1,14,ph,47
PH23780,HDI,1,14,ph,47
PH23790,HDI,1,1,ph,47
PH23792,HDI,1,14,ph,47
PH23793,HDI,1,3,ph,47
PH23794,HDI,1,1,ph,47
PH23797,HDI,1,3,ph,47
PH23799,HDI,1,3,ph,47
PH23800,HDI,1,1,ph,47
PH23803,HDI,1,3,ph,47
PH23805,HDI,1,1,ph,47
PH23807,HDI,1,1,ph,47
PH23815,HDI,1,3,ph,47
PH23818,HDI,1,3,ph,47
PH23819,HDI,1,3,ph,47
PH23823,HDI,1,3,ph,47
PH23825,HDI,1,1,ph,47
PH23826,HDI,1,1,ph,47
PH23840,HDI,1,3,ph,47
PH23841,HDI,1,3,ph,47
PH23844,HDI,1,1,ph,47
PH23845,HDI,1,1,ph,47
PH23847,HDI,1,14,ph,47
PH23848,HDI,1,3,ph,47
PH23849,HDI,1,1,ph,47
PH23851,HDI,1,14,ph,47
PH23857,HDI,1,1,ph,47
PH23858,HDI,1,3,ph,47
PH23859,HDI,1,1,ph,47
PH23860,HDI,1,14,ph,47
PH23861,HDI,1,1,ph,47
PH23865,HDI,1,14,ph,47
PH23869,HDI,1,1,ph,47
PH23871,HDI,1,1,ph,47
PH23874,HDI,1,14,ph,47
PH23876,HDI,1,14,ph,47
PH23882,HDI,1,14,ph,47
PH23896,HDI,1,3,ph,47
PH23897,HDI,1,1,ph,47
PH23902,HDI,1,14,ph,47
PH23903,HDI,1,14,ph,47
PH23908,HDI,1,1,ph,47
PH23910,HDI,1,1,ph,47
PH23912,HDI,1,14,ph,47
PH23922,HDI,1,14,ph,47
PH23923,HDI,1,1,ph,47
PH23924,HDI,1,14,ph,47
PH23937,HDI,1,3,ph,47
PH23939,HDI,1,3,ph,47
PH23941,HDI,1,3,ph,47
PH23943,HDI,1,3,ph,47
PH23944,HDI,1,3,ph,47
PH23945,HDI,1,3,ph,47
PH23947,HDI,1,1,ph,47
PH23949,HDI,1,14,ph,47
PH23953,HDI,1,1,ph,47
PH23962,HDI,1,1,ph,47
PH23963,HDI,1,1,ph,47
PH23964,HDI,1,1,ph,47
PH23970,HDI,1,3,ph,47
PH23972,HDI,1,1,ph,47
PH23984,HDI,1,3,ph,47
PH23989,HDI,1,1,ph,47
PH23990,HDI,1,3,ph,47
PH23992,HDI,1,1,ph,47
PH23993,HDI,1,14,ph,47
PH23996,HDI,1,14,ph,47
PH23998,HDI,1,3,ph,47
PH24001,HDI,1,14,ph,47
PH24011,HDI,1,14,ph,47
PH24015,HDI,1,3,ph,47
PH24016,HDI,1,3,ph,47
PH24018,HDI,1,3,ph,47
PH24031,HDI,1,14,ph,47
PH24041,HDI,1,1,ph,47
PH24045,HDI,1,1,ph,47
PH24050,HDI,1,14,ph,47
PH24052,HDI,1,1,ph,47
PH24057,HDI,1,1,ph,47
PH24058,HDI,1,3,ph,47
PH24062,HDI,1,14,ph,47
PH24069,HDI,1,14,ph,47
PH24071,HDI,1,1,ph,47
PH24073,HDI,1,3,ph,47
PH24074,HDI,1,1,ph,47
PH24076,HDI,1,14,ph,47
PH24078,HDI,1,3,ph,47
PH24080,HDI,1,14,ph,47
PH24081,HDI,1,14,ph,47
PH24083,HDI,1,3,ph,47
PH24089,HDI,1,1,ph,47
PH24092,HDI,1,3,ph,47
PH24096,HDI,1,1,ph,47
PH24099,HDI,1,3,ph,47
PH24103,HDI,1,3,ph,47
PH24110,HDI,1,1,ph,47
PH24111,HDI,1,1,ph,47
PH24113,HDI,1,1,ph,47
PH24125,HDI,1,1,ph,47
PH24130,HDI,1,3,ph,47
PH24141,HDI,1,1,ph,47
PH24142,HDI,1,3,ph,47
PH24145,HDI,1,1,ph,47
PH24146,HDI,1,1,ph,47
PH24149,HDI,1,1,ph,47
PH24152,HDI,1,14,ph,47
PH24153,HDI,1,1,ph,47
PH24154,HDI,1,1,ph,47
PH24157,HDI,1,1,ph,47
PH24164,HDI,1,1,ph,47
PH24166,HDI,1,3,ph,47
PH24168,HDI,1,1,ph,47
PH24169,HDI,1,1,ph,47
PH24170,HDI,1,1,ph,47
PH24171,HDI,1,3,ph,47
PH24172,HDI,1,3,ph,47
PH24174,HDI,1,1,ph,47
PH24175,HDI,1,3,ph,47
PH24180,HDI,1,14,ph,47
PH24186,HDI,1,1,ph,47
PH24187,HDI,1,1,ph,47
PH24188,HDI,1,14,ph,47
PH24191,HDI,1,1,ph,47
PH24195,HDI,1,1,ph,47
PH24196,HDI,1,1,ph,47
PH24197,HDI,1,14,ph,47
PH24201,HDI,1,14,ph,47
PH24202,HDI,1,3,ph,47
PH24218,HDI,1,14,ph,47
PH24221,HDI,1,3,ph,47
PH24224,HDI,1,3,ph,47
PH24250,HDI,1,1,ph,47
PH24255,HDI,1,1,ph,47
PH24259,HDI,1,1,ph,47
PH24262,HDI,1,1,ph,47
PH24263,HDI,1,1,ph,47
PH24272,HDI,1,1,ph,47
PH24274,HDI,1,3,ph,47
PH24277,HDI,1,14,ph,47
PH24280,HDI,1,3,ph,47
PH24281,HDI,1,3,ph,47
PH24284,HDI,1,1,ph,47
PH24285,HDI,1,3,ph,47
PH24287,HDI,1,14,ph,47
PH24290,HDI,1,1,ph,47
PH24295,HDI,1,14,ph,47
PH24296,HDI,1,1,ph,47
PH24297,HDI,1,14,ph,47
PH24307,HDI,1,3,ph,47
PH24308,HDI,1,3,ph,47
PH24309,HDI,1,14,ph,47
PH24310,HDI,1,1,ph,47
PH24313,HDI,1,1,ph,47
PH24317,HDI,1,14,ph,47
PH24319,HDI,1,14,ph,47
PH24322,HDI,1,1,ph,47
PH24324,HDI,1,1,ph,47
PH24326,HDI,1,3,ph,47
PH24327,HDI,1,3,ph,47
PH24335,HDI,1,3,ph,47
PH24337,HDI,1,1,ph,47
PH24341,HDI,1,3,ph,47
PH24343,HDI,1,3,ph,47
PH24351,HDI,1,1,ph,47
PH24352,HDI,1,3,ph,47
PH24354,HDI,1,3,ph,47
PH24355,HDI,1,1,ph,47
PH24356,HDI,1,1,ph,47
PH24360,HDI,1,1,ph,47
PH24363,HDI,1,3,ph,47
PH24364,HDI,1,1,ph,47
PH24383,HDI,1,3,ph,47
PH24387,HDI,1,14,ph,47
PH24396,HDI,1,1,ph,47
PH24400,HDI,1,3,ph,47
PH24402,HDI,1,1,ph,47
PH24405,HDI,1,14,ph,47
PH24408,HDI,1,1,ph,47
PH24421,HDI,1,3,ph,47
PH24424,HDI,1,3,ph,47
PH24429,HDI,1,14,ph,47
PH24432,HDI,1,3,ph,47
PH24433,HDI,1,3,ph,47
PH24444,HDI,1,1,ph,47
PH24446,HDI,1,1,ph,47
PH24464,HDI,1,1,ph,47
PH24467,HDI,1,3,ph,47
PH24471,HDI,1,1,ph,47
PH24484,HDI,1,1,ph,47
PH24485,HDI,1,1,ph,47
PH24504,HDI,1,1,ph,47
PH24508,HDI,1,1,ph,47
PH24509,HDI,1,1,ph,47
PH24512,HDI,1,1,ph,47
PH24513,HDI,1,3,ph,47
PH24514,HDI,1,14,ph,47
PH24516,HDI,1,1,ph,47
PH24521,HDI,1,3,ph,47
PH24523,HDI,1,1,ph,47
PH24525,HDI,1,3,ph,47
PH24526,HDI,1,1,ph,47
PH24527,HDI,1,14,ph,47
PH24528,HDI,1,14,ph,47
PH24531,HDI,1,14,ph,47
PH24532,HDI,1,3,ph,47
PH24535,HDI,1,3,ph,47
PH24546,HDI,1,1,ph,47
PH24549,HDI,1,14,ph,47
PH24550,HDI,1,1,ph,47
PH24552,HDI,1,3,ph,47
PH24558,HDI,1,14,ph,47
PH24561,HDI,1,3,ph,47
PH24570,HDI,1,1,ph,47
PH24577,HDI,1,3,ph,47
PH24579,HDI,1,3,ph,47
PH24583,HDI,1,1,ph,47
PH24587,HDI,1,3,ph,47
PH24588,HDI,1,1,ph,47
PH24591,HDI,1,1,ph,47
PH24594,HDI,1,1,ph,47
PH24611,HDI,1,3,ph,47
PH24614,HDI,1,3,ph,47
PH24616,HDI,1,14,ph,47
PH24621,HDI,1,3,ph,47
PH24626,HDI,1,3,ph,47
PH24636,HDI,1,14,ph,47
PH24643,HDI,1,1,ph,47
PH24645,HDI,1,1,ph,47
PH24646,HDI,1,14,ph,47
PH24647,HDI,1,3,ph,47
PH24667,HDI,1,3,ph,47
PH24671,HDI,1,14,ph,47
PH24673,HDI,1,3,ph,47
PH24674,HDI,1,1,ph,47
PH24678,HDI,1,1,ph,47
PH24685,HDI,1,1,ph,47
PH24693,HDI,1,14,ph,47
PH24694,HDI,1,3,ph,47
PH24697,HDI,1,1,ph,47
PH24703,HDI,1,1,ph,47
PH24716,HDI,1,3,ph,47
PH24719,HDI,1,1,ph,47
PH24724,HDI,1,1,ph,47
PH24730,HDI,1,1,ph,47
PH24736,HDI,1,14,ph,47
PH24738,HDI,1,14,ph,47
PH24742,HDI,1,14,ph,47
PH24743,HDI,1,1,ph,47
PH24745,HDI,1,14,ph,47
PH24746,HDI,1,3,ph,47
PH24751,HDI,1,3,ph,47
PH24752,HDI,1,1,ph,47
PH24757,HDI,1,3,ph,47
PH24758,HDI,1,1,ph,47
PH24769,HDI,1,1,ph,47
PH24772,HDI,1,3,ph,47
PH24773,HDI,1,3,ph,47
PH24774,HDI,1,3,ph,47
PH24777,HDI,1,14,ph,47
PH24778,HDI,1,3,ph,47
PH24784,HDI,1,3,ph,47
PH24786,HDI,1,3,ph,47
PH24791,HDI,1,1,ph,47
PH24792,HDI,1,3,ph,47
PH24795,HDI,1,3,ph,47
PH24800,HDI,1,1,ph,47
PH24806,HDI,1,3,ph,47
PH24820,HDI,1,14,ph,47
PH24821,HDI,1,14,ph,47
PH24824,HDI,1,1,ph,47
PH24827,HDI,1,14,ph,47
PH24828,HDI,1,1,ph,47
PH24831,HDI,1,1,ph,47
PH24835,HDI,1,1,ph,47
PH24842,HDI,1,14,ph,47
PH24843,HDI,1,14,ph,47
PH24844,HDI,1,14,ph,47
PH24848,HDI,1,14,ph,47
PH24852,HDI,1,3,ph,47
PH24853,HDI,1,1,ph,47
PH24860,HDI,1,3,ph,47
PH24861,HDI,1,1,ph,47
PH24862,HDI,1,1,ph,47
PH24877,HDI,1,3,ph,47
PH24878,HDI,1,1,ph,47
PH24880,HDI,1,1,ph,47
PH24881,HDI,1,14,ph,47
PH24886,HDI,1,14,ph,47
PH24887,HDI,1,1,ph,47
PH24890,HDI,1,1,ph,47
PH24891,HDI,1,14,ph,47
PH24894,HDI,1,14,ph,47
PH24903,HDI,1,1,ph,47
PH24905,HDI,1,3,ph,47
PH24909,HDI,1,1,ph,47
PH24914,HDI,1,1,ph,47
PH24923,HDI,1,3,ph,47
PH24926,HDI,1,3,ph,47
PH24928,HDI,1,1,ph,47
PH24932,HDI,1,3,ph,47
PH24935,HDI,1,14,ph,47
PH24936,HDI,1,3,ph,47
PH24947,HDI,1,3,ph,47
PH24953,HDI,1,1,ph,47
PH24963,HDI,1,1,ph,47
PH24968,HDI,1,3,ph,47
PH24971,HDI,1,14,ph,47
PH24982,HDI,1,1,ph,47
PH24989,HDI,1,1,ph,47
PH25002,HDI,1,3,ph,47
PH25007,HDI,1,14,ph,47
PH25008,HDI,1,1,ph,47
PH25022,HDI,1,14,ph,47
PH25027,HDI,1,14,ph,47
PH25029,HDI,1,1,ph,47
PH25033,HDI,1,3,ph,47
PH25034,HDI,1,14,ph,47
PH25043,HDI,1,14,ph,47
PH25044,HDI,1,3,ph,47
PH25045,HDI,1,3,ph,47
PH25050,HDI,1,1,ph,47
PH25054,HDI,1,3,ph,47
PH25058,HDI,1,1,ph,47
PH25059,HDI,1,1,ph,47
PH25060,HDI,1,1,ph,47
PH25063,HDI,1,1,ph,47
PH25064,HDI,1,1,ph,47
PH25077,HDI,1,14,ph,47
PH25085,HDI,1,3,ph,47
PH25111,HDI,1,1,ph,47
PH25117,HDI,1,1,ph,47
PH25123,HDI,1,1,ph,47
PH25133,HDI,1,1,ph,47
PH25136,HDI,1,1,ph,47
PH25148,HDI,1,14,ph,47
PH25153,HDI,1,3,ph,47
PH25155,HDI,1,1,ph,47
PH25159,HDI,1,3,ph,47
PH25161,HDI,1,1,ph,47
PH25163,HDI,1,3,ph,47
PH25164,HDI,1,14,ph,47
PH25165,HDI,1,1,ph,47
PH25168,HDI,1,14,ph,47
PH25169,HDI,1,1,ph,47
PH25174,HDI,1,1,ph,47
PH25176,HDI,1,14,ph,47
PH25186,HDI,1,1,ph,47
PH25188,HDI,1,1,ph,47
PH25190,HDI,1,3,ph,47
PH25191,HDI,1,3,ph,47
PH25194,HDI,1,1,ph,47
PH25197,HDI,1,1,ph,47
PH25199,HDI,1,1,ph,47
PH25202,HDI,1,14,ph,47
PH25203,HDI,1,3,ph,47
PH25205,HDI,1,14,ph,47
PH25206,HDI,1,1,ph,47
PH25208,HDI,1,1,ph,47
PH25209,HDI,1,1,ph,47
PH25210,HDI,1,3,ph,47
PH25213,HDI,1,3,ph,47
PH25214,HDI,1,3,ph,47
PH25216,HDI,1,3,ph,47
PH25217,HDI,1,3,ph,47
PH25224,HDI,1,1,ph,47
PH25229,HDI,1,14,ph,47
PH25239,HDI,1,3,ph,47
PH25241,HDI,1,14,ph,47
PH25244,HDI,1,1,ph,47
PH25245,HDI,1,14,ph,47
PH25247,HDI,1,1,ph,47
PH25248,HDI,1,3,ph,47
PH25249,HDI,1,3,ph,47
PH25253,HDI,1,1,ph,47
PH25254,HDI,1,1,ph,47
PH25260,HDI,1,14,ph,47
PH25261,HDI,1,3,ph,47
PH25268,HDI,1,1,ph,47
PH25272,HDI,1,1,ph,47
PH25275,HDI,1,1,ph,47
PH25282,HDI,1,14,ph,47
PH25289,HDI,1,3,ph,47
PH25290,HDI,1,14,ph,47
PH25296,HDI,1,14,ph,47
PH25302,HDI,1,3,ph,47
PH25305,HDI,1,1,ph,47
PH25306,HDI,1,3,ph,47
PH25307,HDI,1,1,ph,47
PH25312,HDI,1,3,ph,47
PH25315,HDI,1,1,ph,47
PH25316,HDI,1,1,ph,47
PH25318,HDI,1,3,ph,47
PH25320,HDI,1,1,ph,47
PH25325,HDI,1,3,ph,47
PH25326,HDI,1,1,ph,47
PH25328,HDI,1,1,ph,47
PH25329,HDI,1,14,ph,47
PH25330,HDI,1,1,ph,47
PH25331,HDI,1,14,ph,47
PH25332,HDI,1,14,ph,47
PH25346,HDI,1,14,ph,47
PH25347,HDI,1,1,ph,47
PH25348,HDI,1,14,ph,47
PH25349,HDI,1,14,ph,47
PH25350,HDI,1,14,ph,47
PH25351,HDI,1,1,ph,47
PH25366,HDI,1,1,ph,47
PH25370,HDI,1,1,ph,47
PH25377,HDI,1,3,ph,47
PH25379,HDI,1,1,ph,47
PH25382,HDI,1,1,ph,47
PH23318,HDI,1,1,ph,47
PH24994,HDI,1,1,ph,47
PH25394,HDI,1,1,ph,47
PH25403,HDI,1,3,ph,47
PH25404,HDI,1,1,ph,47
PH25406,HDI,1,1,ph,47
PH25410,HDI,1,3,ph,47
PH25416,HDI,1,3,ph,47
PH25417,HDI,1,14,ph,47
PH25421,HDI,1,1,ph,47
PH25425,HDI,1,3,ph,47
PH25427,HDI,1,1,ph,47
PH25428,HDI,1,1,ph,47
PH25430,HDI,1,14,ph,47
PH25434,HDI,1,1,ph,47
PH25436,HDI,1,1,ph,47
PH25438,HDI,1,3,ph,47
PH25450,HDI,1,14,ph,47
PH25451,HDI,1,3,ph,47
PH25455,HDI,1,1,ph,47
PH25456,HDI,1,14,ph,47
PH25462,HDI,1,1,ph,47
PH25463,HDI,1,3,ph,47
PH25467,HDI,1,1,ph,47
PH25468,HDI,1,14,ph,47
PH25469,HDI,1,14,ph,47
PH25475,HDI,1,1,ph,47
PH25476,HDI,1,14,ph,47
PH25477,HDI,1,1,ph,47
PH25484,HDI,1,1,ph,47
PH25485,HDI,1,3,ph,47
PH25491,HDI,1,1,ph,47
PH25497,HDI,1,3,ph,47
PH25500,HDI,1,1,ph,47
PH25504,HDI,1,3,ph,47
PH25511,HDI,1,1,ph,47
PH25513,HDI,1,3,ph,47
PH25514,HDI,1,1,ph,47
PH25520,HDI,1,1,ph,47
PH25525,HDI,1,1,ph,47
PH25527,HDI,1,1,ph,47
PH25529,HDI,1,3,ph,47
PH25531,HDI,1,14,ph,47
PH25533,HDI,1,14,ph,47
PH25534,HDI,1,3,ph,47
PH25535,HDI,1,1,ph,47
PH25539,HDI,1,1,ph,47
PH25541,HDI,1,1,ph,47
PH25542,HDI,1,14,ph,47
PH25543,HDI,1,3,ph,47
PH25544,HDI,1,3,ph,47
PH25545,HDI,1,3,ph,47
PH25559,HDI,1,3,ph,47
PH25560,HDI,1,1,ph,47
PH25561,HDI,1,1,ph,47
PH25563,HDI,1,14,ph,47
PH25564,HDI,1,3,ph,47
PH25565,HDI,1,3,ph,47
PH25569,HDI,1,1,ph,47
PH25571,HDI,1,1,ph,47
PH25572,HDI,1,3,ph,47
PH25574,HDI,1,1,ph,47
PH25577,HDI,1,3,ph,47
PH25579,HDI,1,14,ph,47
PH25580,HDI,1,3,ph,47
PH25581,HDI,1,1,ph,47
PH25585,HDI,1,3,ph,47
PH25586,HDI,1,1,ph,47
PH25588,HDI,1,1,ph,47
PH25590,HDI,1,14,ph,47
PH25591,HDI,1,1,ph,47
PH25593,HDI,1,3,ph,47
PH25596,HDI,1,3,ph,47
PH25597,HDI,1,1,ph,47
PH25605,HDI,1,14,ph,47
PH25609,HDI,1,3,ph,47
PH25611,HDI,1,3,ph,47
PH25613,HDI,1,14,ph,47
PH25619,HDI,1,1,ph,47
PH25621,HDI,1,1,ph,47
PH25623,HDI,1,1,ph,47
PH25625,HDI,1,1,ph,47
PH25635,HDI,1,1,ph,47
PH25638,HDI,1,14,ph,47
PH25642,HDI,1,1,ph,47
PH25643,HDI,1,14,ph,47
PH25645,HDI,1,3,ph,47
PH25650,HDI,1,1,ph,47
PH25654,HDI,1,3,ph,47
PH25658,HDI,1,1,ph,47
PH25661,HDI,1,1,ph,47
PH25669,HDI,1,1,ph,47
PH25670,HDI,1,1,ph,47
PH25677,HDI,1,1,ph,47
PH25681,HDI,1,1,ph,47
PH25683,HDI,1,14,ph,47
PH25688,HDI,1,3,ph,47
PH25689,HDI,1,3,ph,47
PH25692,HDI,1,1,ph,47
PH25693,HDI,1,1,ph,47
PH25694,HDI,1,1,ph,47
PH25697,HDI,1,14,ph,47
PH25702,HDI,1,3,ph,47
PH25706,HDI,1,14,ph,47
PH25707,HDI,1,1,ph,47
PH25709,HDI,1,1,ph,47
PH25710,HDI,1,3,ph,47
PH25715,HDI,1,3,ph,47
PH25716,HDI,1,1,ph,47
PH25719,HDI,1,3,ph,47
PH25723,HDI,1,1,ph,47
PH25724,HDI,1,14,ph,47
PH25727,HDI,1,14,ph,47
PH25730,HDI,1,1,ph,47
PH25737,HDI,1,1,ph,47
PH25741,HDI,1,14,ph,47
PH25744,HDI,1,3,ph,47
PH25748,HDI,1,14,ph,47
PH25749,HDI,1,1,ph,47
PH25751,HDI,1,14,ph,47
PH25752,HDI,1,1,ph,47
PH25755,HDI,1,3,ph,47
PH25759,HDI,1,14,ph,47
PH25761,HDI,1,14,ph,47
PH25762,HDI,1,3,ph,47
PH25765,HDI,1,14,ph,47
PH25766,HDI,1,3,ph,47
PH25768,HDI,1,14,ph,47
PH25775,HDI,1,1,ph,47
PH25778,HDI,1,14,ph,47
PH25779,HDI,1,1,ph,47
PH25780,HDI,1,1,ph,47
PH25783,HDI,1,1,ph,47
PH25785,HDI,1,1,ph,47
PH25786,HDI,1,1,ph,47
PH25790,HDI,1,1,ph,47
PH25802,HDI,1,14,ph,47
PH25810,HDI,1,1,ph,47
PH25812,HDI,1,1,ph,47
PH25816,HDI,1,1,ph,47
PH25817,HDI,1,1,ph,47
PH25818,HDI,1,1,ph,47
PH25821,HDI,1,14,ph,47
PH25823,HDI,1,1,ph,47
PH25826,HDI,1,3,ph,47
PH25829,HDI,1,3,ph,47
PH25832,HDI,1,1,ph,47
PH25833,HDI,1,14,ph,47
PH25839,HDI,1,1,ph,47
PH25840,HDI,1,14,ph,47
PH25843,HDI,1,1,ph,47
PH25845,HDI,1,1,ph,47
PH25854,HDI,1,3,ph,47
PH25857,HDI,1,3,ph,47
PH25859,HDI,1,14,ph,47
PH25860,HDI,1,14,ph,47
PH25862,HDI,1,1,ph,47
PH25866,HDI,1,14,ph,47
PH25870,HDI,1,3,ph,47
PH25875,HDI,1,1,ph,47
PH25876,HDI,1,14,ph,47
PH25878,HDI,1,1,ph,47
PH25883,HDI,1,1,ph,47
PH25885,HDI,1,3,ph,47
PH25888,HDI,1,14,ph,47
PH25892,HDI,1,3,ph,47
PH25893,HDI,1,1,ph,47
PH25894,HDI,1,1,ph,47
PH25898,HDI,1,14,ph,47
PH25901,HDI,1,14,ph,47
PH25902,HDI,1,1,ph,47
PH25904,HDI,1,1,ph,47
PH25905,HDI,1,1,ph,47
PH25907,HDI,1,3,ph,47
PH25912,HDI,1,14,ph,47
PH25924,HDI,1,1,ph,47
PH25928,HDI,1,14,ph,47
PH25929,HDI,1,1,ph,47
PH25932,HDI,1,3,ph,47
PH25933,HDI,1,1,ph,47
PH25937,HDI,1,14,ph,47
PH25939,HDI,1,1,ph,47
PH25940,HDI,1,14,ph,47
PH25942,HDI,1,1,ph,47
PH25953,HDI,1,14,ph,47
PH25957,HDI,1,14,ph,47
PH25958,HDI,1,1,ph,47
PH25965,HDI,1,14,ph,47
PH25966,HDI,1,3,ph,47
PH25968,HDI,1,14,ph,47
PH25971,HDI,1,14,ph,47
PH25976,HDI,1,14,ph,47
PH25980,HDI,1,1,ph,47
PH25981,HDI,1,1,ph,47
PH25989,HDI,1,3,ph,47
PH25994,HDI,1,3,ph,47
PH25997,HDI,1,1,ph,47
PH26001,HDI,1,3,ph,47
PH26002,HDI,1,1,ph,47
PH26008,HDI,1,14,ph,47
PH26010,HDI,1,14,ph,47
PH26012,HDI,1,1,ph,47
PH26019,HDI,1,3,ph,47
PH26023,HDI,1,14,ph,47
PH26025,HDI,1,1,ph,47
PH26026,HDI,1,3,ph,47
PH26027,HDI,1,1,ph,47
PH26029,HDI,1,1,ph,47
PH26031,HDI,1,3,ph,47
PH26033,HDI,1,3,ph,47
PH26038,HDI,1,1,ph,47
PH26040,HDI,1,3,ph,47
PH26043,HDI,1,14,ph,47
PH26048,HDI,1,1,ph,47
PH26050,HDI,1,1,ph,47
PH26051,HDI,1,1,ph,47
PH26056,HDI,1,1,ph,47
PH26060,HDI,1,3,ph,47
PH26062,HDI,1,3,ph,47
PH26065,HDI,1,3,ph,47
PH26067,HDI,1,1,ph,47
PH26068,HDI,1,3,ph,47
PH26071,HDI,1,1,ph,47
PH26073,HDI,1,1,ph,47
PH26074,HDI,1,14,ph,47
PH26079,HDI,1,3,ph,47
PH26081,HDI,1,3,ph,47
PH26084,HDI,1,1,ph,47
PH26085,HDI,1,1,ph,47
PH26090,HDI,1,3,ph,47
PH26094,HDI,1,3,ph,47
PH26096,HDI,1,3,ph,47
PH26097,HDI,1,3,ph,47
PH26105,HDI,1,3,ph,47
PH26106,HDI,1,1,ph,47
PH26112,HDI,1,14,ph,47
PH26113,HDI,1,1,ph,47
PH26115,HDI,1,14,ph,47
PH26117,HDI,1,1,ph,47
PH26123,HDI,1,1,ph,47
PH26125,HDI,1,14,ph,47
PH26126,HDI,1,14,ph,47
PH26127,HDI,1,1,ph,47
PH26130,HDI,1,1,ph,47
PH26135,HDI,1,14,ph,47
PH26136,HDI,1,3,ph,47
PH26140,HDI,1,1,ph,47
PH26141,HDI,1,3,ph,47
PH26142,HDI,1,1,ph,47
PH26146,HDI,1,3,ph,47
PH26147,HDI,1,1,ph,47
PH26149,HDI,1,1,ph,47
PH26150,HDI,1,1,ph,47
PH26159,HDI,1,1,ph,47
PH26160,HDI,1,1,ph,47
PH26164,HDI,1,1,ph,47
PH26165,HDI,1,1,ph,47
PH26170,HDI,1,3,ph,47
PH26173,HDI,1,1,ph,47
PH26186,HDI,1,14,ph,47
PH26188,HDI,1,3,ph,47
PH26189,HDI,1,14,ph,47
PH26190,HDI,1,3,ph,47
PH26200,HDI,1,3,ph,47
PH26201,HDI,1,1,ph,47
PH26208,HDI,1,3,ph,47
PH26210,HDI,1,3,ph,47
PH26214,HDI,1,14,ph,47
PH26215,HDI,1,1,ph,47
PH26218,HDI,1,1,ph,47
PH26222,HDI,1,1,ph,47
PH26223,HDI,1,14,ph,47
PH26228,HDI,1,1,ph,47
PH26233,HDI,1,1,ph,47
PH26240,HDI,1,1,ph,47
PH26245,HDI,1,1,ph,47
PH26252,HDI,1,1,ph,47
PH26255,HDI,1,14,ph,47
PH26258,HDI,1,14,ph,47
PH26259,HDI,1,3,ph,47
PH26261,HDI,1,14,ph,47
PH26262,HDI,1,14,ph,47
PH26263,HDI,1,14,ph,47
PH26266,HDI,1,1,ph,47
PH26273,HDI,1,14,ph,47
PH26274,HDI,1,3,ph,47
PH26276,HDI,1,1,ph,47
PH26278,HDI,1,3,ph,47
PH26283,HDI,1,3,ph,47
PH26287,HDI,1,3,ph,47
PH26289,HDI,1,1,ph,47
PH26290,HDI,1,1,ph,47
PH26291,HDI,1,14,ph,47
PH26292,HDI,1,1,ph,47
PH26293,HDI,1,14,ph,47
PH26296,HDI,1,1,ph,47
PH26297,HDI,1,3,ph,47
PH26299,HDI,1,1,ph,47
PH26303,HDI,1,1,ph,47
PH26309,HDI,1,14,ph,47
PH26313,HDI,1,1,ph,47
PH26314,HDI,1,1,ph,47
PH26327,HDI,1,1,ph,47
PH26331,HDI,1,3,ph,47
PH26342,HDI,1,1,ph,47
PH26345,HDI,1,1,ph,47
PH26348,HDI,1,3,ph,47
PH26351,HDI,1,14,ph,47
PH26357,HDI,1,1,ph,47
PH26359,HDI,1,3,ph,47
PH26364,HDI,1,3,ph,47
PH26367,HDI,1,3,ph,47
PH26370,HDI,1,1,ph,47
PH26371,HDI,1,14,ph,47
PH26375,HDI,1,1,ph,47
PH26376,HDI,1,14,ph,47
PH26382,HDI,1,1,ph,47
PH26384,HDI,1,1,ph,47
PH26393,HDI,1,3,ph,47
PH26398,HDI,1,3,ph,47
PH26403,HDI,1,3,ph,47
PH26404,HDI,1,3,ph,47
PH26407,HDI,1,1,ph,47
PH26409,HDI,1,1,ph,47
PH26410,HDI,1,1,ph,47
PH26411,HDI,1,1,ph,47
PH26412,HDI,1,1,ph,47
PH26413,HDI,1,3,ph,47
PH26425,HDI,1,14,ph,47
PH26429,HDI,1,3,ph,47
PH26433,HDI,1,1,ph,47
PH26435,HDI,1,1,ph,47
PH26436,HDI,1,1,ph,47
PH26437,HDI,1,14,ph,47
PH26439,HDI,1,14,ph,47
PH26442,HDI,1,14,ph,47
